Stock,Name,Count,Volume,Cost,Yesterday,First,LastTradePrice,LastTradeChange,LastTradePercent,AvgPrice,AvgChange,AvgPercent,LowestPrice,HighestPrice,EPS,PE,BuyCount,BuyVolume,BuyPrice,SellCount,SellVolume,SellPrice
جستا0006,آتي شستا-1402/02/31,1,1,18782,1395,1409,1409,14,1,1415,20,1.43,1409,1409,0,0,0,0,0,0,0,0
بپاس2,بيمه پاسارگاد,1,80000000,1788000000000,21650,22350,22350,700,3.23,22350,700,3.23,22350,22350,572,39.07,0,0,0,0,0,0
جستا0007,آتي شستا-1402/03/02,1,2,37619,1334,1410,1410,76,5.7,1418,84,6.3,1410,1410,0,0,0,0,0,0,0,0
غدشت2,دشت‌ مرغاب‌,1,6000000,205800000000,33770,34300,34300,530,1.57,34300,530,1.57,34300,34300,409,83.86,0,0,0,0,0,0
وتجارت2,بانك تجارت,1,100000000,252000000000,2466,2520,2520,54,2.19,2520,54,2.19,2520,2520,206,12.23,0,0,0,0,0,0
سي تيپ2ن32,گواهي سيمان تيپ2هرمزگان(ن),1,25000,250425000,10017,10017,10017,0,0,10017,0,0,10017,10017,0,0,0,0,0,10017,475000,1
سي تيپ2ن37,گواهي سيمان تيپ2شمال(ن),1,21000,182679000,8699,8699,8699,0,0,8699,0,0,8699,8699,0,0,0,0,0,8699,608000,1
نبروج,نساجي بروجرد,0,0,0,8450,8610,8450,0,0,8450,0,0,0,0,290,29.14,26,835646,8610,0,0,0
كورز,ورزيران‌,0,0,0,7130,7340,7130,0,0,7130,0,0,0,0,106,67.26,140,4977301,7340,0,0,0
سي تيپ2ن03,گواهي سيمان تيپ2اروميه(ن),0,0,0,7455,0,7455,0,0,7455,0,0,0,0,0,0,1,10000,8328,0,0,0
سي تيپ2ن20,گواهي سيمان تيپ2كوير كاشان(ن),0,0,0,8873,0,8873,0,0,8873,0,0,0,0,0,0,0,0,0,9588,100000,1
سايرا,ايرانيت‌,0,0,0,50650,51650,50650,0,0,50650,0,0,0,0,22971,2.2,43,532682,51650,0,0,0
سي تيپ2ن38,گواهي سيمان تيپ2مازندران(ن),0,0,0,8413,0,8413,0,0,8413,0,0,0,0,0,0,0,0,0,8413,1430000,1
حرهشا,رهشاد سپاهان (سهامي عام,0,0,0,169450,174500,173700,0,0,169450,0,0,0,0,-625,-271.12,48,367230,174500,0,0,0
تكنار,مجتمع معادن مس تكنار,0,0,0,65900,67850,65900,0,0,65900,0,0,0,0,1519,43.38,63,1218067,67850,0,0,0
دتهران‌,داروسازي‌ تهران‌ دارو,0,0,0,2000,0,2000,0,0,2000,0,0,0,0,1301,1.54,19,1273795,2040,0,0,0
سي تيپ2ن30,گواهي سيمان تيپ2كرمان(ن),0,0,0,10318,0,10318,0,0,10318,0,0,0,0,0,0,2,50000,10956,0,0,0
سي تيپ2ن15,گواهي سيمان تيپ2قاين(ن),0,0,0,7077,0,7077,0,0,7077,0,0,0,0,0,0,0,0,0,7079,700000,7
سي تيپ2ن05,گواهي سيمان تيپ 2خاش(ن),0,0,0,8963,0,8963,0,0,8963,0,0,0,0,0,0,0,0,0,8963,962000,1
سي تيپ2ن06,گواهي سيمان تيپ 2شاهرود(ن),0,0,0,9756,0,9756,0,0,9756,0,0,0,0,0,0,0,0,0,9756,1000000,1
سي تيپ2ن04,گواهي سيمان تيپ2فارس نو(ن),0,0,0,11858,0,11858,0,0,11858,0,0,0,0,0,0,0,0,0,11858,600000,6
جهرم,پتروشيمي جهرم,0,0,0,1213,1249,1241,0,0,1213,0,0,0,0,-7,-173.29,180,27366508,1249,0,0,0
سي تيپ2ن09,گواهي سيمان تيپ 2خوزستان(ن),0,0,0,9469,0,9469,0,0,9469,0,0,0,0,0,0,0,0,0,9454,1700000,1
سي تيپ2ن13,گواهي سيمان تيپ2بجنورد(ن),0,0,0,6565,0,6565,0,0,6565,0,0,0,0,0,0,0,0,0,6895,2500000,1
چنوپا,نيوپان‌ 22 بهمن‌,0,0,0,66850,68850,66850,0,0,66850,0,0,0,0,474,141.03,53,362371,68850,0,0,0
فسا,پتروشيمي فسا,0,0,0,1046,1077,1074,0,0,1046,0,0,0,0,48,21.79,250,40740040,1077,0,0,0
شگامرن,مجتمع پترو صنعت گامرون,0,0,0,731300,765350,710000,0,0,731300,0,0,0,0,1867,391.7,0,0,0,765350,301,1
نشار,كارخانجات پشمبافي افشار يزد,0,0,0,1,0,1,0,0,1,0,0,0,0,3117,0,15,1500000,1,0,0,0
سي تيپ2ن34,گواهي سيمان تيپ2ممتازان(ن),0,0,0,10934,0,10934,0,0,10934,0,0,0,0,0,0,3,63000,10934,0,0,0
سي تيپ2ن10,گواهي سيمان تيپ 2غرب(ن),0,0,0,8610,0,8610,0,0,8610,0,0,0,0,0,0,0,0,0,9418,200000,2
غگز,گز سكه,0,0,0,4995,5244,5117,0,0,4995,0,0,0,0,198,25.23,48,2250566,5244,6130,20000,1
سي تيپ2ن25,گواهي سيمان تيپ2نهاوند(ن),0,0,0,8729,0,8729,0,0,8729,0,0,0,0,0,0,0,0,0,8729,1308000,1
شتهران,داروسازي تهران شيمي,0,0,0,23200,23650,23200,0,0,23200,0,0,0,0,1364,17.01,44,1378763,23650,0,0,0
سي تيپ2ن14,گواهي سيمان تيپ2ساوه(ن),0,0,0,9551,0,9551,0,0,9551,0,0,0,0,0,0,0,0,0,9551,3000000,1
سي تيپ2ن33,گواهي سيمان تيپ2ساروج بوشهر(ن),0,0,0,9924,0,9924,0,0,9924,0,0,0,0,0,0,0,0,0,10048,1087000,1
تفيرو,مهندسي فيروزا,0,0,0,40750,41950,40750,0,0,40750,0,0,0,0,12081,3.37,18,227424,41950,0,0,0
ثاژن,سخت آژند,0,0,0,6170,6290,6270,0,0,6170,0,0,0,0,-173,-35.66,23,1219325,6290,0,0,0
